order_number,line_item_id,item_category,item_description,quantity,unit_price,item_total
PO-2023-003373,2,Optics/Transceivers,QSFP+ 40GBASE-LR4,2,3622.28,7244.55
PO-2023-002551,1,Load Balancer,F5 BIG-IP 4200v,3,78326.56,234979.68
PO-2023-003452,1,Software License,Citrix XenApp,2,71108.43,142216.86
PO-2023-003488,2,Optics/Transceivers,CFP 100GBASE-LR4,3,1607.02,4821.05
PO-2023-002481,2,Network Switch,Arista 7050X3,1,68278.14,68278.14
PO-2023-000566,2,PDU,Switched Rack PDU,6,2288.7,13732.18
PO-2023-002192,6,Network Switch,PowerConnect 8024F,2,45473.94,90947.89
PO-2023-001512,4,Storage Array,Unity XT 480,1,29523.59,29523.59
PO-2023-003082,7,Load Balancer,Kemp LoadMaster LM-X15,2,49678.27,99356.53
PO-2023-000772,1,Network Switch,Arista 7050X3,1,4361.21,4361.21
PO-2023-001241,11,PDU,Switched Rack PDU,4,3243.66,12974.63
PO-2023-002614,1,Warranty/Support,5-Year 24x7x4,1,16538.37,16538.37
PO-2023-002060,5,UPS,RT 11000VA,3,16526.2,49578.6
PO-2023-001762,1,PDU,Switched Rack PDU,3,755.04,2265.12
PO-2023-002901,1,Rack,Colocation Rack 47U,1,4352.11,4352.11
PO-2023-003251,1,Warranty/Support,ProSupport Plus,1,31850.64,31850.64
PO-2023-001383,1,Cooling Unit,Stulz CyberAir,3,17133.96,51401.87
PO-2023-003009,2,Server,PowerEdge R740,1,6013.16,6013.16
PO-2023-001118,1,PDU,Basic Rack PDU,1,3500.71,3500.71
PO-2023-001256,4,Firewall,TZ570,1,48222.73,48222.73
PO-2023-001709,5,Warranty/Support,3-Year Next Business Day,1,9457.94,9457.94
PO-2023-002652,3,Firewall,PA-3220,2,9537.16,19074.33
PO-2023-000865,9,Storage Array,3PAR 8450,1,100508.42,100508.42
PO-2023-001682,3,Server,UCS C220 M5,4,27220.49,108881.96
PO-2023-001161,2,Load Balancer,HAProxy Enterprise,3,95588.88,286766.63
PO-2023-002593,4,Storage Array,Unity XT 480,3,151685.5,455056.51
PO-2023-000547,1,Server,System x3650 M5,2,11606.07,23212.15
PO-2023-000126,5,Warranty/Support,Hardware Replacement,1,27681.95,27681.95
PO-2023-003440,1,Load Balancer,Kemp LoadMaster LM-X15,1,70938.24,70938.24
PO-2023-000310,1,Software License,VMware vSphere,3,26887.51,80662.53
PO-2023-000183,1,Cable,HDMI Cable 2.1,2,36.65,73.3
PO-2023-000985,1,UPS,PowerMax 2000,1,34565.04,34565.04
PO-2023-000018,6,Storage Array,Pure FlashArray//X,3,316372.22,949116.65
PO-2023-003140,2,UPS,PowerMax 2000,6,45094.26,270565.54
PO-2023-000792,1,PDU,Metered Rack PDU,5,3757.08,18785.39
PO-2023-000722,4,Cable,Cat6 Ethernet Cable,1,247.09,247.09
PO-2023-000850,1,Optics/Transceivers,XFP 10GBASE-ER,1,106.47,106.47
PO-2023-002230,6,Firewall,ASA 5516-X,2,20923.51,41847.03
PO-2023-003332,2,Warranty/Support,3-Year Next Business Day,1,43135.8,43135.8
PO-2023-000839,2,Software License,VMware vSphere,1,24590.79,24590.79
PO-2023-001932,3,Server,UCS C220 M5,2,31091.46,62182.93
PO-2023-001187,2,Router,ISR 4451,2,31972.24,63944.48
PO-2023-000226,1,Router,SRX5800,3,6543.13,19629.38
PO-2023-002399,1,Rack,Wall Mount 12U,1,3682.73,3682.73
PO-2023-000516,2,Storage Array,NetApp FAS2750,1,78007.11,78007.11
PO-2023-001903,2,Firewall,FortiGate 600E,2,57544.22,115088.44
PO-2023-001500,1,UPS,RT 11000VA,2,48357.7,96715.41
PO-2023-002276,6,Router,MX480,2,11311.62,22623.24
PO-2023-002671,1,Network Switch,Arista 7050X3,2,37548.41,75096.81
PO-2023-003288,7,Cable,Power Cord C13-C14,3,94.24,282.71
PO-2023-002180,8,Cooling Unit,SmartCool Gen4,2,39219.97,78439.93
PO-2023-002363,4,PDU,Monitored PDU,1,3649.18,3649.18
PO-2023-001871,1,Load Balancer,Radware Alteon VA,1,67269.36,67269.36
PO-2023-001980,4,Rack,Colocation Rack 47U,2,3719.53,7439.06
PO-2023-002038,2,Network Switch,Juniper EX4650,3,20232.92,60698.77
PO-2023-000514,2,Load Balancer,F5 BIG-IP 4200v,2,36328.64,72657.28
PO-2023-002036,2,Firewall,pfSense SG-5100,2,40523.85,81047.69
PO-2023-002021,1,Software License,Microsoft SQL Server,1,97564.45,97564.45
PO-2023-001310,2,Rack,Colocation Rack 47U,1,3506.85,3506.85
PO-2023-001701,4,Software License,Citrix XenApp,5,21503.36,107516.8
PO-2023-002771,2,Network Switch,PowerConnect 8024F,1,27807.39,27807.39
PO-2023-002302,1,UPS,Smart-UPS SRT 10000VA,5,26660.32,133301.6
PO-2023-001513,1,Load Balancer,F5 BIG-IP 4200v,3,14547.7,43643.09
PO-2023-000702,1,UPS,Galaxy 7000,6,43912.13,263472.77
PO-2023-000959,1,Rack,NetShelter SX 42U,2,3890.22,7780.43
PO-2023-000031,2,Warranty/Support,5-Year 24x7x4,2,1396.45,2792.91
PO-2023-000461,2,Software License,Red Hat Enterprise Linux,1,77859.35,77859.35
PO-2023-002593,1,UPS,PowerMax 2000,2,47414.98,94829.96
PO-2023-001169,1,Optics/Transceivers,XFP 10GBASE-ER,4,4673.52,18694.09
PO-2023-001647,1,Cooling Unit,CoolIT Direct2Die,1,17015.52,17015.52
PO-2023-003243,1,Software License,VMware vSphere,8,97419.79,779358.33
PO-2023-000951,2,Server,ProLiant DL380 Gen10,2,20215.21,40430.42
PO-2023-001678,2,PDU,Switched Rack PDU,3,3444.97,10334.91
PO-2023-000516,13,Cooling Unit,SmartCool Gen4,1,17762.43,17762.43
PO-2023-000947,1,Cooling Unit,CyberAir 3,1,37055.85,37055.85
PO-2023-000516,15,Optics/Transceivers,SFP 1000BASE-T,1,1023.0,1023.0
PO-2023-003305,2,Network Switch,Arista 7050X3,4,66191.5,264766.0
PO-2023-002239,1,Rack,Colocation Rack 47U,7,2730.46,19113.23
PO-2023-002329,2,Storage Array,3PAR 8450,1,484523.96,484523.96
PO-2023-002828,7,Software License,Microsoft SQL Server,2,20303.06,40606.12
PO-2023-001449,1,UPS,OnLine S3 15kVA,1,14833.67,14833.67
PO-2023-001549,1,Network Switch,Arista 7050X3,2,66419.66,132839.33
PO-2023-003254,2,Warranty/Support,Extended Warranty,2,20970.7,41941.4
PO-2023-002455,5,PDU,Intelligent PDU,3,1470.24,4410.72
PO-2023-000087,6,Network Switch,Juniper EX4650,1,55838.11,55838.11
PO-2023-001383,6,Server,ThinkSystem SR650,1,45941.51,45941.51
PO-2023-002661,7,Network Switch,Arista 7050X3,2,32071.8,64143.6
PO-2023-002096,2,Network Switch,Catalyst 9300,2,22949.16,45898.32
PO-2023-002162,8,Warranty/Support,3-Year Next Business Day,2,16332.03,32664.06
PO-2023-001572,3,PDU,Monitored PDU,2,823.53,1647.06
PO-2023-003148,1,Software License,Citrix XenApp,1,97249.86,97249.86
PO-2023-002192,4,Cable,HDMI Cable 2.1,1,70.8,70.8
PO-2023-000339,1,Cable,Fiber Optic Cable SC-LC,1,229.2,229.2
PO-2023-002954,1,Storage Array,NetApp FAS2750,1,120100.43,120100.43
PO-2023-001677,1,Storage Array,3PAR 8450,5,259363.02,1296815.09
PO-2023-000099,5,Firewall,PA-3220,1,15704.42,15704.42
PO-2023-002361,9,Server,System x3650 M5,8,19460.85,155686.83
PO-2023-003500,1,Router,ASR 1001-X,3,88976.02,266928.06
PO-2023-000465,3,PDU,Intelligent PDU,1,3097.4,3097.4
PO-2023-001705,2,Firewall,pfSense SG-5100,2,37207.67,74415.33
PO-2023-000008,1,Network Switch,ProCurve 5406zl,2,8701.33,17402.66
PO-2023-001487,1,PDU,Zero U PDU,2,4018.85,8037.71
PO-2023-002608,1,Cooling Unit,SmartCool Gen4,1,34022.66,34022.66
PO-2023-001529,1,Router,SRX5800,2,89446.95,178893.9
PO-2023-002675,7,Warranty/Support,Premium Support,9,43816.92,394352.27
PO-2023-001572,1,Server,PowerEdge R750,2,28978.62,57957.24
PO-2023-000145,1,Software License,Red Hat Enterprise Linux,1,50645.19,50645.19
PO-2023-000727,3,Cooling Unit,Liebert XD,6,61311.43,367868.57
PO-2023-000422,2,Cable,Cat6 Ethernet Cable,1,316.73,316.73
PO-2023-003248,4,Storage Array,NetApp FAS2750,10,77019.74,770197.42
PO-2023-002141,2,Warranty/Support,3-Year Next Business Day,1,42204.65,42204.65
PO-2023-001451,10,Storage Array,3PAR 8450,3,290148.31,870444.92
PO-2023-002349,3,PDU,Metered Rack PDU,6,2992.59,17955.52
PO-2023-003059,8,Cooling Unit,CoolIT Direct2Die,6,47210.25,283261.52
PO-2023-002101,3,Software License,Red Hat Enterprise Linux,1,51122.06,51122.06
PO-2023-002357,1,Optics/Transceivers,CFP 100GBASE-LR4,2,2336.79,4673.58
PO-2023-003477,4,Warranty/Support,5-Year 24x7x4,2,41558.12,83116.25
PO-2023-000846,2,Cooling Unit,Stulz CyberAir,1,46466.39,46466.39
PO-2023-003025,1,Optics/Transceivers,SFP 1000BASE-T,1,3963.54,3963.54
PO-2023-000197,3,Cable,Fiber Optic Cable SC-LC,1,174.64,174.64
PO-2023-000788,6,Warranty/Support,ProSupport Plus,1,14937.11,14937.11
PO-2023-003437,6,Rack,SmartRack 25U,1,3178.47,3178.47
PO-2023-000914,1,Cable,USB 3.0 Cable,9,191.18,1720.62
PO-2023-002260,5,Cooling Unit,CoolIT Direct2Die,2,89017.22,178034.45
PO-2023-000455,2,Network Switch,Arista 7050X3,1,40943.93,40943.93
PO-2023-001104,6,Server,PowerEdge R740,1,8904.8,8904.8
PO-2023-000078,4,Server,UCS C220 M5,4,40191.26,160765.06
PO-2023-002901,2,Server,PowerEdge R750,1,18832.27,18832.27
PO-2023-002572,1,UPS,RT 11000VA,1,11287.97,11287.97
PO-2023-000973,2,Network Switch,Catalyst 9300,2,53765.06,107530.11
PO-2023-002325,3,PDU,Switched Rack PDU,4,2185.15,8740.6
PO-2023-003107,4,Firewall,pfSense SG-5100,2,3424.61,6849.22
PO-2023-001637,1,Load Balancer,HAProxy Enterprise,3,15404.65,46213.95
PO-2023-002065,5,Server,System x3650 M5,2,6476.64,12953.29
PO-2023-001968,7,Cooling Unit,CoolIT Direct2Die,5,55547.85,277739.24
PO-2023-000557,3,Cooling Unit,Stulz CyberAir,2,76231.18,152462.36
PO-2023-001797,2,Router,SRX5800,2,34994.23,69988.47
PO-2023-000156,2,Warranty/Support,Extended Warranty,4,49104.33,196417.33
PO-2023-001720,3,Network Switch,Nexus 9000,2,66977.36,133954.73
PO-2023-001321,1,Firewall,SRX4600,1,135384.96,135384.96
PO-2023-002640,2,Warranty/Support,Extended Warranty,1,35116.7,35116.7
PO-2023-003242,6,Cooling Unit,Stulz CyberAir,2,90355.4,180710.79
PO-2023-001437,3,PDU,Switched Rack PDU,3,3807.12,11421.35
PO-2023-002873,8,Cable,Fiber Optic Cable SC-LC,2,226.88,453.76
PO-2023-002615,2,Server,System x3650 M5,3,6121.96,18365.89
PO-2023-001743,2,Rack,Server Rack 48U,1,2178.37,2178.37
PO-2023-000076,9,Storage Array,VMAX All Flash,3,289947.12,869841.37
PO-2023-000851,1,Router,SRX5800,4,39627.59,158510.37
PO-2023-001855,5,Warranty/Support,Premium Support,1,38663.48,38663.48
PO-2023-001791,9,PDU,Monitored PDU,3,2792.34,8377.03
PO-2023-002075,1,UPS,Smart-UPS SRT 10000VA,1,20505.78,20505.78
PO-2023-000630,2,Storage Array,Pure FlashArray//X,2,194753.79,389507.58
PO-2023-000290,12,Warranty/Support,Premium Support,2,37967.92,75935.84
PO-2023-003243,4,Optics/Transceivers,SFP28 25GBASE-SR,1,4441.86,4441.86
PO-2023-003441,4,Storage Array,3PAR 8450,1,58289.36,58289.36
PO-2023-002099,2,PDU,Monitored PDU,2,3042.25,6084.51
PO-2023-000244,1,Cable,Coaxial Cable RG6,1,401.59,401.59
PO-2023-000047,1,Software License,Windows Server 2022,6,10672.83,64036.96
PO-2023-001693,1,Warranty/Support,Extended Warranty,2,27538.69,55077.38
PO-2023-001649,1,PDU,Zero U PDU,3,2498.22,7494.65
PO-2023-000057,6,Rack,Server Rack 48U,3,4285.76,12857.29
PO-2023-002178,2,Warranty/Support,Hardware Replacement,1,35355.23,35355.23
PO-2023-002147,2,Network Switch,Arista 7050X3,1,70915.82,70915.82
PO-2023-002885,2,Software License,Microsoft SQL Server,4,59511.47,238045.88
PO-2023-001163,5,Cable,Coaxial Cable RG6,2,246.22,492.44
PO-2023-000633,8,Cable,Coaxial Cable RG6,3,325.34,976.03
PO-2023-001226,1,Warranty/Support,Premium Support,2,22392.35,44784.7
PO-2023-001964,1,Storage Array,StorageGRID SG1000,2,105848.72,211697.45
PO-2023-003404,2,Cable,Coaxial Cable RG6,1,214.21,214.21
PO-2023-002748,2,Load Balancer,A10 Thunder 3030S,2,63872.65,127745.31
PO-2023-003127,4,PDU,Intelligent PDU,5,2544.74,12723.68
PO-2023-002408,15,Warranty/Support,Extended Warranty,6,30298.54,181791.24
PO-2023-002408,12,Server,ThinkSystem SR650,1,40519.37,40519.37
PO-2023-002982,1,PDU,Monitored PDU,2,4986.21,9972.43
PO-2023-000697,2,Cooling Unit,Liebert XD,6,68178.75,409072.51
PO-2023-001802,10,Network Switch,ProCurve 5406zl,2,5776.28,11552.57
PO-2023-002575,1,Storage Array,Pure FlashArray//X,1,291032.48,291032.48
PO-2023-000649,1,Rack,Colocation Rack 47U,1,2794.45,2794.45
PO-2023-001768,1,Firewall,SRX4600,1,59783.45,59783.45
PO-2023-003052,2,Load Balancer,Citrix ADC VPX,2,24126.56,48253.11
PO-2023-003057,2,Storage Array,NetApp FAS2750,1,461178.93,461178.93
PO-2023-001304,1,Load Balancer,Radware Alteon VA,3,93072.9,279218.69
PO-2023-001697,2,Rack,Server Rack 48U,4,1063.99,4255.95
PO-2023-000997,3,Firewall,PA-3220,1,21853.5,21853.5
PO-2023-002775,11,Storage Array,VMAX All Flash,1,340941.92,340941.92
PO-2023-002958,1,Cable,Power Cord C13-C14,3,357.56,1072.69
PO-2023-001214,2,Rack,NetShelter SX 42U,2,4587.31,9174.62
PO-2023-000472,8,Network Switch,Arista 7050X3,9,64798.49,583186.41
PO-2023-001328,12,Router,ISR 4451,2,25487.78,50975.55
PO-2023-000437,1,Firewall,FortiGate 600E,2,97046.95,194093.91
PO-2023-002250,1,Load Balancer,HAProxy Enterprise,1,51817.23,51817.23
PO-2023-002966,2,Rack,NetShelter SX 42U,5,3788.47,18942.35
PO-2023-002690,1,Router,SRX5800,2,9873.51,19747.02
PO-2023-002257,4,Warranty/Support,Hardware Replacement,2,21722.21,43444.42
PO-2023-002667,3,Cable,Coaxial Cable RG6,1,235.86,235.86
PO-2023-003034,5,Firewall,FortiGate 600E,3,34337.39,103012.18
PO-2023-002086,1,Firewall,FortiGate 600E,3,122555.61,367666.82
PO-2023-002172,5,Storage Array,StorageGRID SG1000,3,480284.14,1440852.41
PO-2023-000516,12,Storage Array,3PAR 8450,2,358528.06,717056.11
PO-2023-003015,1,Firewall,pfSense SG-5100,2,101288.49,202576.99
PO-2023-000966,2,UPS,PowerWave 9330,1,22773.22,22773.22
PO-2023-000941,1,Router,RTX1210,2,76234.73,152469.46
PO-2023-002906,3,Rack,Server Rack 48U,3,3157.3,9471.89
PO-2023-002902,8,Load Balancer,A10 Thunder 3030S,3,88486.9,265460.7
PO-2023-002315,6,Firewall,pfSense SG-5100,4,79674.49,318697.96
PO-2023-002920,4,PDU,Switched Rack PDU,1,3957.73,3957.73
PO-2023-002997,3,Server,ThinkSystem SR650,3,29026.93,87080.79
PO-2023-002185,3,Software License,Windows Server 2022,3,89827.51,269482.54
PO-2023-000436,8,Firewall,TZ570,1,105139.65,105139.65
PO-2023-001534,1,Warranty/Support,Hardware Replacement,3,35467.23,106401.68
PO-2023-002606,3,Network Switch,Juniper EX4650,2,15121.79,30243.58
PO-2023-000265,2,Load Balancer,A10 Thunder 3030S,1,63682.04,63682.04
PO-2023-002584,4,Cooling Unit,SmartCool Gen4,6,26669.01,160014.03
PO-2023-003315,1,Router,ISR 4451,3,64083.15,192249.44
PO-2023-002454,1,PDU,Basic Rack PDU,2,1894.41,3788.83
PO-2023-002954,2,Load Balancer,Citrix ADC VPX,2,39723.0,79446.0
PO-2023-000238,1,Load Balancer,A10 Thunder 3030S,4,66831.29,267325.17
PO-2023-002498,7,Optics/Transceivers,SFP+ 10GBASE-SR,2,1425.78,2851.57
PO-2023-001439,1,Storage Array,StorageGRID SG1000,2,194119.81,388239.63
PO-2023-000371,5,Cooling Unit,Liebert XD,6,76560.69,459364.15
PO-2023-001085,4,Router,SRX5800,3,27371.97,82115.9
PO-2023-001357,2,Firewall,PA-3220,1,144183.44,144183.44
PO-2023-003414,9,Warranty/Support,Extended Warranty,3,8382.4,25147.2
PO-2023-001117,1,PDU,Switched Rack PDU,1,710.45,710.45
PO-2023-003193,3,Router,RTX1210,1,27800.14,27800.14
PO-2023-002579,1,Cooling Unit,CyberAir 3,1,95241.71,95241.71
PO-2023-003249,2,Storage Array,StorageGRID SG1000,2,199098.22,398196.45
PO-2023-000107,2,PDU,Zero U PDU,1,4895.6,4895.6
PO-2023-003003,4,Optics/Transceivers,SFP28 25GBASE-SR,1,2430.06,2430.06
PO-2023-000973,1,Software License,Microsoft SQL Server,2,64790.72,129581.44
PO-2023-002516,6,Router,ISR 4451,3,23471.91,70415.74
PO-2023-002297,3,Firewall,ASA 5516-X,2,43193.28,86386.55
PO-2023-002911,4,Warranty/Support,Hardware Replacement,1,39277.27,39277.27
PO-2023-000124,5,Network Switch,Nexus 9000,2,74716.98,149433.95
PO-2023-003472,1,Software License,Oracle Database,1,75284.55,75284.55
PO-2023-000580,1,Router,ISR 4451,3,74193.52,222580.56
PO-2023-003371,22,Storage Array,VMAX All Flash,7,328425.66,2298979.62
PO-2023-002788,1,Rack,Colocation Rack 47U,1,1885.03,1885.03
PO-2023-000845,1,Warranty/Support,Extended Warranty,1,49574.39,49574.39
PO-2023-000305,1,Load Balancer,A10 Thunder 3030S,5,66556.63,332783.13
PO-2023-002297,8,Storage Array,StorageGRID SG1000,2,164322.55,328645.1
PO-2023-003175,2,Router,MX480,1,19641.11,19641.11
PO-2023-000733,2,Load Balancer,Kemp LoadMaster LM-X15,1,63323.78,63323.78
PO-2023-002227,1,Firewall,ASA 5516-X,1,88205.54,88205.54
PO-2023-003163,1,Load Balancer,Kemp LoadMaster LM-X15,2,10363.49,20726.98
PO-2023-002087,2,Server,UCS C220 M5,2,24092.48,48184.97
PO-2023-001930,3,Router,RTX1210,2,37893.27,75786.53
PO-2023-003233,8,Cable,USB 3.0 Cable,1,283.47,283.47
PO-2023-000793,1,Cable,HDMI Cable 2.1,1,262.86,262.86
PO-2023-000222,5,Warranty/Support,Hardware Replacement,1,30496.85,30496.85
PO-2023-002785,5,Rack,Server Rack 48U,4,2643.11,10572.45
PO-2023-001155,3,Firewall,SRX4600,2,127866.17,255732.34
PO-2023-000901,2,Cooling Unit,SmartCool Gen4,2,29932.17,59864.34
PO-2023-003006,1,Optics/Transceivers,XFP 10GBASE-ER,5,4947.53,24737.63
PO-2023-000036,9,Cable,Coaxial Cable RG6,5,67.7,338.49
PO-2023-002074,2,Firewall,pfSense SG-5100,3,99030.99,297092.96
PO-2023-002140,1,Cable,Power Cord C13-C14,2,41.32,82.64
PO-2023-003090,2,Server,System x3650 M5,1,46829.18,46829.18
PO-2023-003403,1,UPS,OnLine S3 15kVA,1,40309.17,40309.17
PO-2023-001827,1,PDU,Basic Rack PDU,1,2909.72,2909.72
PO-2023-000544,6,Firewall,PA-3220,2,13106.39,26212.78
PO-2023-003417,1,Storage Array,3PAR 8450,1,94370.97,94370.97
PO-2023-001285,2,UPS,PowerWave 9330,3,49226.11,147678.34
PO-2023-002396,4,Optics/Transceivers,XFP 10GBASE-ER,2,614.46,1228.91
PO-2023-001769,4,Firewall,pfSense SG-5100,2,137664.35,275328.69
PO-2023-001662,1,Rack,Server Rack 48U,1,1431.29,1431.29
PO-2023-001701,6,Cable,USB 3.0 Cable,2,421.68,843.36
PO-2023-001822,2,Cable,Power Cord C13-C14,1,353.68,353.68
PO-2023-003264,2,UPS,Smart-UPS SRT 10000VA,2,29943.29,59886.59
PO-2023-002862,3,Software License,Oracle Database,3,45098.36,135295.09
PO-2023-002674,2,Router,RTX1210,2,66958.33,133916.66
PO-2023-003198,2,Firewall,ASA 5516-X,1,12083.35,12083.35
PO-2023-003107,2,Load Balancer,A10 Thunder 3030S,2,47675.13,95350.27
PO-2023-001371,4,Firewall,TZ570,2,82890.81,165781.63
PO-2023-002964,7,Server,UCS C220 M5,3,31888.76,95666.28
PO-2023-002439,2,Router,SRX5800,3,97626.54,292879.63
PO-2023-001295,9,Firewall,FortiGate 600E,2,49554.23,99108.45
PO-2023-003486,3,Software License,VMware vSphere,1,69391.95,69391.95
PO-2023-002155,6,Rack,Wall Mount 12U,1,3830.21,3830.21
PO-2023-001781,4,Cable,Fiber Optic Cable SC-LC,3,48.61,145.82
PO-2023-002188,4,Warranty/Support,3-Year Next Business Day,4,18993.96,75975.83
PO-2023-003088,3,Rack,Server Rack 48U,11,2504.25,27546.76
PO-2023-001545,2,Warranty/Support,Hardware Replacement,2,3411.06,6822.13
PO-2023-001821,3,Load Balancer,Citrix ADC VPX,1,49885.69,49885.69
PO-2023-000995,2,Load Balancer,Radware Alteon VA,1,55619.24,55619.24
PO-2023-000489,1,PDU,Basic Rack PDU,2,1580.38,3160.76
PO-2023-000967,1,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,1771.5,1771.5
PO-2023-000029,5,Router,SRX5800,2,59449.33,118898.66
PO-2023-000625,3,Network Switch,Juniper EX4650,2,45536.14,91072.27
PO-2023-000944,1,Software License,Microsoft SQL Server,1,96558.62,96558.62
PO-2023-000525,13,Router,RTX1210,1,17322.09,17322.09
PO-2023-000125,1,UPS,PowerWave 9330,2,35947.49,71894.98
PO-2023-000778,4,Server,ThinkSystem SR650,1,11657.96,11657.96
PO-2023-002526,18,Cable,Power Cord C13-C14,1,251.33,251.33
PO-2023-002422,6,Server,System x3650 M5,1,34351.62,34351.62
PO-2023-000538,3,UPS,Smart-UPS SRT 10000VA,1,24467.06,24467.06
PO-2023-000633,9,Optics/Transceivers,QSFP+ 40GBASE-LR4,2,2111.53,4223.06
PO-2023-001675,1,Firewall,pfSense SG-5100,3,98198.01,294594.03
PO-2023-002538,1,Cooling Unit,CoolIT Direct2Die,2,97481.64,194963.27
PO-2023-000916,1,Software License,Oracle Database,1,42443.4,42443.4
PO-2023-002628,1,UPS,Smart-UPS SRT 10000VA,4,43005.67,172022.69
PO-2023-002436,3,UPS,Smart-UPS SRT 10000VA,1,44350.58,44350.58
PO-2023-001270,3,Network Switch,Catalyst 9300,2,61283.83,122567.65
PO-2023-001224,7,Cooling Unit,Stulz CyberAir,4,61392.56,245570.22
PO-2023-001241,3,Warranty/Support,ProSupport Plus,6,5471.25,32827.51
PO-2023-000573,2,Software License,Citrix XenApp,2,84693.62,169387.25
PO-2023-000181,2,Software License,VMware vSphere,1,7025.9,7025.9
PO-2023-001742,19,UPS,OnLine S3 15kVA,8,40368.78,322950.26
PO-2023-003412,2,Load Balancer,HAProxy Enterprise,2,17969.23,35938.46
PO-2023-000003,2,Storage Array,Pure FlashArray//X,1,178211.61,178211.61
PO-2023-001256,9,Cooling Unit,CyberAir 3,6,72330.76,433984.56
PO-2023-002260,4,Load Balancer,Radware Alteon VA,1,47125.31,47125.31
PO-2023-000344,2,Firewall,TZ570,3,14390.09,43170.28
PO-2023-002885,6,PDU,Basic Rack PDU,6,3367.58,20205.47
PO-2023-002173,4,Software License,Windows Server 2022,1,6965.95,6965.95
PO-2023-000652,3,Network Switch,Catalyst 9300,2,67410.07,134820.14
PO-2023-001280,5,Load Balancer,A10 Thunder 3030S,1,92325.86,92325.86
PO-2023-003296,1,Network Switch,ProCurve 5406zl,2,32922.4,65844.81
PO-2023-002498,5,Server,PowerEdge R740,1,16291.02,16291.02
PO-2023-001416,6,Rack,SmartRack 25U,1,3416.77,3416.77
PO-2023-000126,10,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,4037.07,4037.07
PO-2023-003420,1,Rack,SmartRack 25U,2,2112.5,4225.0
PO-2023-001742,14,Load Balancer,Citrix ADC VPX,1,15829.42,15829.42
PO-2023-000852,5,Warranty/Support,ProSupport Plus,1,6158.94,6158.94
PO-2023-002391,6,Optics/Transceivers,CFP 100GBASE-LR4,1,3466.32,3466.32
PO-2023-000485,3,Load Balancer,Radware Alteon VA,4,63534.94,254139.78
PO-2023-002852,6,Rack,Open Frame Rack 42U,1,4770.77,4770.77
PO-2023-000028,1,Firewall,FortiGate 600E,2,12774.95,25549.9
PO-2023-002682,7,Storage Array,Unity XT 480,1,422217.33,422217.33
PO-2023-001993,4,Network Switch,ProCurve 5406zl,1,41524.7,41524.7
PO-2023-000773,3,Router,ASR 1001-X,12,68739.2,824870.35
PO-2023-003029,2,Server,PowerEdge R750,1,22767.98,22767.98
PO-2023-002526,8,Optics/Transceivers,QSFP+ 40GBASE-LR4,1,2644.38,2644.38
PO-2023-000080,1,Warranty/Support,Hardware Replacement,4,16217.81,64871.23
PO-2023-002058,2,PDU,Switched Rack PDU,1,4171.02,4171.02
PO-2023-001220,1,Load Balancer,A10 Thunder 3030S,8,99637.67,797101.32
PO-2023-003218,3,Cable,Coaxial Cable RG6,2,411.92,823.83
PO-2023-001772,4,Server,System x3650 M5,4,12278.21,49112.86
PO-2023-002359,2,Software License,VMware vSphere,11,71689.38,788583.14
PO-2023-002827,2,UPS,OnLine S3 15kVA,3,34006.69,102020.08
PO-2023-000455,4,Rack,Colocation Rack 47U,2,1403.01,2806.02
PO-2023-002732,2,UPS,PowerWave 9330,1,42558.14,42558.14
PO-2023-000652,17,Storage Array,3PAR 8450,4,284361.68,1137446.73
PO-2023-003197,10,Cooling Unit,Liebert XD,4,35445.61,141782.44
PO-2023-000978,1,Rack,Server Rack 48U,1,3476.35,3476.35
PO-2023-002106,2,Storage Array,3PAR 8450,1,175740.25,175740.25
PO-2023-003159,2,Rack,NetShelter SX 42U,5,1178.28,5891.4
PO-2023-001120,2,Optics/Transceivers,CFP 100GBASE-LR4,4,682.98,2731.92
PO-2023-003226,3,Cooling Unit,CoolIT Direct2Die,1,87951.1,87951.1
PO-2023-000227,9,Rack,Colocation Rack 47U,5,2855.26,14276.28
PO-2023-001041,5,Router,7206 VXR,2,82840.13,165680.27
PO-2023-000117,1,Optics/Transceivers,SFP 1000BASE-T,1,451.39,451.39
PO-2023-003103,2,Optics/Transceivers,XFP 10GBASE-ER,2,127.33,254.66
PO-2023-003218,8,Software License,Oracle Database,2,10083.33,20166.65
PO-2023-001820,1,Warranty/Support,Premium Support,1,23872.91,23872.91
PO-2023-001000,1,Rack,NetShelter SX 42U,4,4866.69,19466.76
PO-2023-001507,3,Software License,Microsoft SQL Server,3,73384.72,220154.16
PO-2023-003351,7,Software License,Red Hat Enterprise Linux,9,57205.69,514851.2
PO-2023-002169,1,Rack,Open Frame Rack 42U,1,3302.13,3302.13
PO-2023-000891,1,Cooling Unit,Stulz CyberAir,1,12011.04,12011.04
PO-2023-001781,2,Router,ASR 1001-X,2,63403.25,126806.49
PO-2023-001153,5,Warranty/Support,5-Year 24x7x4,5,12576.19,62880.96
PO-2023-002199,1,Cable,Cat6 Ethernet Cable,2,39.09,78.19
PO-2023-002384,1,Load Balancer,Radware Alteon VA,1,59362.21,59362.21
PO-2023-000653,2,Rack,Server Rack 48U,6,2953.76,17722.58
